Datetime,Close,High,Low,Open,Volume,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,
2025-06-16 13:30:00+00:00,196.9550018310547,197.83999633789062,196.77000427246094,197.2899932861328,2811788,AAPL
2025-06-16 13:35:00+00:00,197.4499969482422,197.52000427246094,196.58999633789062,196.94000244140625,1025842,AAPL
2025-06-16 13:40:00+00:00,197.00999450683594,197.75,196.94000244140625,197.47999572753906,722692,AAPL
2025-06-16 13:45:00+00:00,197.0800018310547,197.22999572753906,196.5635986328125,196.97999572753906,713611,AAPL
2025-06-16 13:50:00+00:00,197.38999938964844,197.6999969482422,196.97999572753906,197.0800018310547,781463,AAPL
2025-06-16 13:55:00+00:00,198.32000732421875,198.35000610351562,197.3607940673828,197.39500427246094,1049591,AAPL
2025-06-16 14:00:00+00:00,198.29379272460938,198.68499755859375,198.0500030517578,198.33999633789062,734510,AAPL
2025-06-16 14:05:00+00:00,197.72999572753906,198.33999633789062,197.72999572753906,198.3000030517578,500661,AAPL
2025-06-16 14:10:00+00:00,197.91000366210938,197.99000549316406,197.63999938964844,197.74000549316406,419455,AAPL
2025-06-16 14:15:00+00:00,197.94500732421875,197.9550018310547,197.72999572753906,197.9250030517578,404636,AAPL
2025-06-16 14:20:00+00:00,198.42599487304688,198.52999877929688,197.9499053955078,197.9499053955078,890174,AAPL
2025-06-16 14:25:00+00:00,198.42999267578125,198.5399932861328,198.1300048828125,198.44500732421875,538483,AAPL
2025-06-16 14:30:00+00:00,198.36000061035156,198.66000366210938,198.17999267578125,198.43499755859375,624514,AAPL
2025-06-16 14:35:00+00:00,198.25669860839844,198.52000427246094,198.2100067138672,198.35499572753906,405460,AAPL
2025-06-16 14:40:00+00:00,198.30999755859375,198.31300354003906,198.0399932861328,198.27999877929688,374450,AAPL
2025-06-16 14:45:00+00:00,198.3000030517578,198.39999389648438,198.25,198.31500244140625,305355,AAPL
2025-06-16 14:50:00+00:00,198.04989624023438,198.29539489746094,198.02000427246094,198.29539489746094,282729,AAPL
2025-06-16 14:55:00+00:00,198.22000122070312,198.35000610351562,198.00999450683594,198.0399932861328,456791,AAPL
2025-06-16 15:00:00+00:00,197.88999938964844,198.22500610351562,197.83999633789062,198.22500610351562,528568,AAPL
2025-06-16 15:05:00+00:00,197.77999877929688,197.9149932861328,197.63999938964844,197.89999389648438,399130,AAPL
2025-06-16 15:10:00+00:00,197.8000030517578,197.88999938964844,197.6199951171875,197.78500366210938,398767,AAPL
2025-06-16 15:15:00+00:00,197.77879333496094,197.85000610351562,197.52999877929688,197.76499938964844,394041,AAPL
2025-06-16 15:20:00+00:00,197.47999572753906,197.7998046875,197.33999633789062,197.77000427246094,458365,AAPL
2025-06-16 15:25:00+00:00,197.31500244140625,197.5236053466797,197.1649932861328,197.48599243164062,462844,AAPL
2025-06-16 15:30:00+00:00,197.27499389648438,197.49000549316406,197.2100067138672,197.30999755859375,359792,AAPL
2025-06-16 15:35:00+00:00,197.02999877929688,197.27000427246094,197.0189971923828,197.27000427246094,393094,AAPL
2025-06-16 15:40:00+00:00,197.16000366210938,197.25999450683594,196.9199981689453,197.03990173339844,637655,AAPL
2025-06-16 15:45:00+00:00,197.38999938964844,197.38999938964844,197.05999755859375,197.14999389648438,330482,AAPL
2025-06-16 15:50:00+00:00,197.16000366210938,197.41000366210938,197.13499450683594,197.3800048828125,296094,AAPL
2025-06-16 15:55:00+00:00,197.36990356445312,197.4199981689453,196.875,197.08120727539062,613819,AAPL
2025-06-16 16:00:00+00:00,197.38999938964844,197.42999267578125,197.22000122070312,197.36500549316406,257923,AAPL
2025-06-16 16:05:00+00:00,197.22999572753906,197.4185028076172,197.1699981689453,197.39999389648438,219619,AAPL
2025-06-16 16:10:00+00:00,197.3699951171875,197.4199981689453,197.1699981689453,197.24000549316406,207037,AAPL
2025-06-16 16:15:00+00:00,197.375,197.6300048828125,197.2899932861328,197.3197021484375,434105,AAPL
2025-06-16 16:20:00+00:00,197.1199951171875,197.40499877929688,197.07000732421875,197.3798065185547,280054,AAPL
2025-06-16 16:25:00+00:00,197.0800018310547,197.16000366210938,197.02000427246094,197.11000061035156,240005,AAPL
2025-06-16 16:30:00+00:00,197.1999969482422,197.23989868164062,197.02000427246094,197.10000610351562,212891,AAPL
2025-06-16 16:35:00+00:00,197.36000061035156,197.39500427246094,197.13999938964844,197.1999969482422,217693,AAPL
2025-06-16 16:40:00+00:00,197.24000549316406,197.41000366210938,197.22999572753906,197.3699951171875,215114,AAPL
2025-06-16 16:45:00+00:00,197.4199981689453,197.47999572753906,197.17999267578125,197.2476043701172,213948,AAPL
2025-06-16 16:50:00+00:00,197.5449981689453,197.60000610351562,197.41000366210938,197.43499755859375,190213,AAPL
2025-06-16 16:55:00+00:00,197.52000427246094,197.57000732421875,197.42999267578125,197.5498046875,171434,AAPL
2025-06-16 17:00:00+00:00,197.4001007080078,197.52999877929688,197.33999633789062,197.50999450683594,180867,AAPL
2025-06-16 17:05:00+00:00,197.41000366210938,197.42010498046875,197.3300018310547,197.41000366210938,152612,AAPL
2025-06-16 17:10:00+00:00,197.49000549316406,197.55999755859375,197.39999389648438,197.39999389648438,275678,AAPL
2025-06-16 17:15:00+00:00,197.7198944091797,197.72999572753906,197.47000122070312,197.49000549316406,256922,AAPL
2025-06-16 17:20:00+00:00,197.74000549316406,197.82000732421875,197.5500030517578,197.71240234375,284379,AAPL
2025-06-16 17:25:00+00:00,197.875,197.9550018310547,197.64999389648438,197.74000549316406,306629,AAPL
2025-06-16 17:30:00+00:00,197.9788055419922,198.08999633789062,197.86000061035156,197.88499450683594,401702,AAPL
2025-06-16 17:35:00+00:00,197.9779052734375,198.13999938964844,197.93499755859375,197.97999572753906,317433,AAPL
2025-06-16 17:40:00+00:00,198.0399932861328,198.10499572753906,197.9199981689453,197.97000122070312,242574,AAPL
2025-06-16 17:45:00+00:00,198.09500122070312,198.19000244140625,198.0399932861328,198.0572967529297,382755,AAPL
2025-06-16 17:50:00+00:00,197.94000244140625,198.1699981689453,197.94000244140625,198.08999633789062,274638,AAPL
2025-06-16 17:55:00+00:00,197.83999633789062,198.0198974609375,197.77000427246094,197.93499755859375,334740,AAPL
2025-06-16 18:00:00+00:00,198.0699005126953,198.0800018310547,197.8249969482422,197.86000061035156,289815,AAPL
2025-06-16 18:05:00+00:00,197.9550018310547,198.1298065185547,197.92999267578125,198.06500244140625,178985,AAPL
2025-06-16 18:10:00+00:00,198.0,198.0200958251953,197.88999938964844,197.9499969482422,175759,AAPL
2025-06-16 18:15:00+00:00,197.89500427246094,198.02000427246094,197.875,198.0,215579,AAPL
2025-06-16 18:20:00+00:00,197.9199981689453,197.9499969482422,197.82000732421875,197.88999938964844,204224,AAPL
2025-06-16 18:25:00+00:00,197.9886932373047,198.0142059326172,197.80999755859375,197.9149932861328,182621,AAPL
2025-06-16 18:30:00+00:00,197.9499969482422,198.02000427246094,197.86000061035156,197.99000549316406,206790,AAPL
2025-06-16 18:35:00+00:00,197.94000244140625,198.0399932861328,197.85000610351562,197.8800048828125,180129,AAPL
2025-06-16 18:40:00+00:00,197.85350036621094,197.97500610351562,197.83999633789062,197.9499969482422,165100,AAPL
2025-06-16 18:45:00+00:00,197.85000610351562,197.88999938964844,197.77000427246094,197.86000061035156,193585,AAPL
2025-06-16 18:50:00+00:00,198.24000549316406,198.24000549316406,197.80999755859375,197.85000610351562,312777,AAPL
2025-06-16 18:55:00+00:00,198.32009887695312,198.39849853515625,198.24000549316406,198.2449951171875,313371,AAPL
2025-06-16 19:00:00+00:00,198.22000122070312,198.37860107421875,198.16000366210938,198.32000732421875,356244,AAPL
2025-06-16 19:05:00+00:00,197.83999633789062,198.22000122070312,197.8300018310547,198.22000122070312,351852,AAPL
2025-06-16 19:10:00+00:00,198.03500366210938,198.05999755859375,197.66000366210938,197.82000732421875,368626,AAPL
2025-06-16 19:15:00+00:00,197.9499969482422,198.1300048828125,197.89999389648438,198.02999877929688,291637,AAPL
2025-06-16 19:20:00+00:00,198.10000610351562,198.25660705566406,197.83999633789062,197.9550018310547,472915,AAPL
2025-06-16 19:25:00+00:00,198.2449951171875,198.39999389648438,198.02999877929688,198.10499572753906,356120,AAPL
2025-06-16 19:30:00+00:00,198.1699981689453,198.3300018310547,198.101806640625,198.2449951171875,277168,AAPL
2025-06-16 19:35:00+00:00,198.38499450683594,198.47869873046875,198.16000366210938,198.1699981689453,442669,AAPL
