Datetime,Close,High,Low,Open,Volume,Ticker
,NVDA,NVDA,NVDA,NVDA,NVDA,
2025-06-16 13:30:00+00:00,143.9499969482422,144.3199005126953,143.20010375976562,143.34500122070312,11711253,NVDA
2025-06-16 13:35:00+00:00,144.01499938964844,144.09500122070312,143.5,143.94000244140625,4005466,NVDA
2025-06-16 13:40:00+00:00,143.76499938964844,144.0399932861328,143.69000244140625,144.0050048828125,3044305,NVDA
2025-06-16 13:45:00+00:00,144.0500030517578,144.07000732421875,143.67999267578125,143.77000427246094,4029879,NVDA
2025-06-16 13:50:00+00:00,144.25999450683594,144.39010620117188,143.89500427246094,144.05999755859375,3072990,NVDA
2025-06-16 13:55:00+00:00,144.72999572753906,144.7696990966797,144.2550048828125,144.26499938964844,4348953,NVDA
2025-06-16 14:00:00+00:00,144.55999755859375,144.88999938964844,144.4499969482422,144.73800659179688,2951250,NVDA
2025-06-16 14:05:00+00:00,144.23500061035156,144.66000366210938,144.19000244140625,144.55999755859375,2879706,NVDA
2025-06-16 14:10:00+00:00,144.50999450683594,144.65499877929688,144.22000122070312,144.22999572753906,3427678,NVDA
2025-06-16 14:15:00+00:00,144.57859802246094,144.6999969482422,144.3800048828125,144.5,1826369,NVDA
2025-06-16 14:20:00+00:00,144.36129760742188,144.61000061035156,144.25,144.5800018310547,1783017,NVDA
2025-06-16 14:25:00+00:00,144.47999572753906,144.5,144.27999877929688,144.36000061035156,1775869,NVDA
2025-06-16 14:30:00+00:00,144.66000366210938,144.66000366210938,144.33999633789062,144.47500610351562,1711818,NVDA
2025-06-16 14:35:00+00:00,144.47999572753906,144.74000549316406,144.4199981689453,144.66000366210938,1921862,NVDA
2025-06-16 14:40:00+00:00,144.5,144.64999389648438,144.36000061035156,144.47999572753906,2472106,NVDA
2025-06-16 14:45:00+00:00,144.24000549316406,144.5500030517578,144.1699981689453,144.5050048828125,1862273,NVDA
2025-06-16 14:50:00+00:00,144.47000122070312,144.5,144.02000427246094,144.23500061035156,2235722,NVDA
2025-06-16 14:55:00+00:00,144.75,144.75,144.38999938964844,144.4716033935547,1990371,NVDA
2025-06-16 15:00:00+00:00,145.3350067138672,145.33999633789062,144.7100067138672,144.7449951171875,10414444,NVDA
2025-06-16 15:05:00+00:00,145.8489990234375,145.8800048828125,145.3000030517578,145.3350067138672,6183727,NVDA
2025-06-16 15:10:00+00:00,145.7100067138672,146.1750030517578,145.52000427246094,145.84500122070312,6988387,NVDA
2025-06-16 15:15:00+00:00,145.9499969482422,145.99000549316406,145.5800018310547,145.7100067138672,2340812,NVDA
2025-06-16 15:20:00+00:00,145.85360717773438,146.0399932861328,145.67999267578125,145.94000244140625,2103479,NVDA
2025-06-16 15:25:00+00:00,145.4698028564453,146.0399932861328,145.4199981689453,145.86000061035156,2772671,NVDA
2025-06-16 15:30:00+00:00,145.9095001220703,145.93499755859375,145.4019012451172,145.4600067138672,1738532,NVDA
2025-06-16 15:35:00+00:00,145.75999450683594,145.9199981689453,145.6699981689453,145.90870666503906,1395651,NVDA
2025-06-16 15:40:00+00:00,145.64999389648438,145.8199005126953,145.55999755859375,145.77000427246094,1112348,NVDA
2025-06-16 15:45:00+00:00,145.65179443359375,145.8000030517578,145.60000610351562,145.64999389648438,993773,NVDA
2025-06-16 15:50:00+00:00,145.57009887695312,145.72999572753906,145.5399932861328,145.64010620117188,1423170,NVDA
2025-06-16 15:55:00+00:00,145.4949951171875,145.85000610351562,145.4499969482422,145.61500549316406,1899206,NVDA
2025-06-16 16:00:00+00:00,145.73500061035156,145.75990295410156,145.4801025390625,145.49929809570312,1150925,NVDA
2025-06-16 16:05:00+00:00,145.83030700683594,145.88999938964844,145.64999389648438,145.73500061035156,1351334,NVDA
2025-06-16 16:10:00+00:00,145.93150329589844,145.97000122070312,145.8350067138672,145.83990478515625,893575,NVDA
2025-06-16 16:15:00+00:00,146.0050048828125,146.05999755859375,145.94000244140625,146.04989624023438,2753230,NVDA
2025-06-16 16:20:00+00:00,145.90499877929688,146.05999755859375,145.85000610351562,146.0,1537060,NVDA
2025-06-16 16:25:00+00:00,145.9550018310547,146.0,145.8800048828125,145.89999389648438,1288595,NVDA
2025-06-16 16:30:00+00:00,145.90870666503906,146.0399932861328,145.86000061035156,146.0,1386752,NVDA
2025-06-16 16:35:00+00:00,145.77999877929688,146.02000427246094,145.74009704589844,145.90499877929688,1462821,NVDA
2025-06-16 16:40:00+00:00,145.68499755859375,145.78799438476562,145.5648956298828,145.78500366210938,1682226,NVDA
2025-06-16 16:45:00+00:00,145.67999267578125,145.75,145.52999877929688,145.69500732421875,1225424,NVDA
2025-06-16 16:50:00+00:00,145.72500610351562,145.9199981689453,145.61000061035156,145.6707000732422,1498747,NVDA
2025-06-16 16:55:00+00:00,145.66000366210938,145.80999755859375,145.61500549316406,145.72000122070312,1097325,NVDA
2025-06-16 17:00:00+00:00,145.69500732421875,145.72999572753906,145.60499572753906,145.6649932861328,834889,NVDA
2025-06-16 17:05:00+00:00,145.60000610351562,145.7100067138672,145.47000122070312,145.69650268554688,1355970,NVDA
2025-06-16 17:10:00+00:00,145.47999572753906,145.60499572753906,145.41000366210938,145.57159423828125,1171240,NVDA
2025-06-16 17:15:00+00:00,145.71499633789062,145.72000122070312,145.360107421875,145.48159790039062,1433280,NVDA
2025-06-16 17:20:00+00:00,145.625,145.8000030517578,145.57000732421875,145.71539306640625,1111936,NVDA
2025-06-16 17:25:00+00:00,145.625,145.75999450683594,145.5500030517578,145.6199951171875,880442,NVDA
2025-06-16 17:30:00+00:00,145.4600067138672,145.6999969482422,145.39999389648438,145.625,1222423,NVDA
2025-06-16 17:35:00+00:00,145.35850524902344,145.50999450683594,145.3000030517578,145.46499633789062,1139255,NVDA
2025-06-16 17:40:00+00:00,145.26519775390625,145.5198974609375,145.2100067138672,145.35850524902344,1106968,NVDA
2025-06-16 17:45:00+00:00,145.37120056152344,145.44500732421875,145.25999450683594,145.26010131835938,1003964,NVDA
2025-06-16 17:50:00+00:00,145.26010131835938,145.39999389648438,145.25,145.3800048828125,1045145,NVDA
2025-06-16 17:55:00+00:00,145.1999969482422,145.27000427246094,145.02999877929688,145.26499938964844,1617512,NVDA
2025-06-16 18:00:00+00:00,145.22900390625,145.35000610351562,145.17999267578125,145.1999969482422,1100403,NVDA
2025-06-16 18:05:00+00:00,145.152099609375,145.2899932861328,145.11500549316406,145.22999572753906,849449,NVDA
2025-06-16 18:10:00+00:00,145.13499450683594,145.16000366210938,145.0399932861328,145.15989685058594,974416,NVDA
2025-06-16 18:15:00+00:00,145.17869567871094,145.26499938964844,145.1199951171875,145.13499450683594,898588,NVDA
2025-06-16 18:20:00+00:00,145.25149536132812,145.27000427246094,145.05999755859375,145.1699981689453,849321,NVDA
2025-06-16 18:25:00+00:00,145.22999572753906,145.27999877929688,145.15499877929688,145.2548065185547,1239106,NVDA
2025-06-16 18:30:00+00:00,145.1446075439453,145.2498016357422,145.07000732421875,145.2216033935547,844924,NVDA
2025-06-16 18:35:00+00:00,145.10499572753906,145.25999450683594,145.05999755859375,145.12179565429688,1016488,NVDA
2025-06-16 18:40:00+00:00,145.19349670410156,145.22500610351562,145.0500030517578,145.10000610351562,635497,NVDA
