ticker,timestamp,sentiment_score
AAPL,2025-06-16 07:00:00+00:00,0.0
AAPL,2025-06-16 08:05:00+00:00,0.0
AAPL,2025-06-16 08:45:00+00:00,0.0
AAPL,2025-06-16 08:50:00+00:00,0.0
AAPL,2025-06-16 09:35:00+00:00,0.0
AAPL,2025-06-16 09:55:00+00:00,0.0
AAPL,2025-06-16 15:35:00+00:00,0.0
AAPL,2025-06-16 16:50:00+00:00,0.0
AAPL,2025-06-16 18:10:00+00:00,-1.0
AAPL,2025-06-16 18:20:00+00:00,0.0
AAPL,2025-06-16 20:15:00+00:00,0.0
AAPL,2025-06-16 20:55:00+00:00,0.0
AAPL,2025-06-16 23:30:00+00:00,1.0
AAPL,2025-06-17 01:00:00+00:00,0.0
AAPL,2025-06-17 06:00:00+00:00,0.0
AAPL,2025-06-17 06:50:00+00:00,1.0
AAPL,2025-06-17 07:05:00+00:00,-0.125
AAPL,2025-06-17 14:20:00+00:00,0.0
AAPL,2025-06-17 15:00:00+00:00,0.0
AAPL,2025-06-17 15:05:00+00:00,0.5
AAPL,2025-06-17 15:10:00+00:00,0.0
AAPL,2025-06-17 15:20:00+00:00,0.0
AAPL,2025-06-17 19:50:00+00:00,0.0
AAPL,2025-06-17 20:45:00+00:00,0.0
AAPL,2025-06-17 23:30:00+00:00,0.0
AAPL,2025-06-18 02:25:00+00:00,0.0
AAPL,2025-06-18 03:05:00+00:00,0.0
AAPL,2025-06-18 06:00:00+00:00,0.0
AAPL,2025-06-18 07:10:00+00:00,0.0
AAPL,2025-06-18 07:45:00+00:00,0.2
AAPL,2025-06-18 08:20:00+00:00,0.0
AAPL,2025-06-18 13:55:00+00:00,0.0
AAPL,2025-06-18 14:30:00+00:00,-0.3333333333333333
AAPL,2025-06-18 14:50:00+00:00,0.0
AAPL,2025-06-18 15:15:00+00:00,1.0
AAPL,2025-06-19 02:50:00+00:00,1.0
AAPL,2025-06-19 06:40:00+00:00,0.0
AAPL,2025-06-19 07:00:00+00:00,0.0
AAPL,2025-06-19 07:10:00+00:00,0.0
AAPL,2025-06-19 07:30:00+00:00,-0.3333333333333333
AAPL,2025-06-19 08:25:00+00:00,0.0
AAPL,2025-06-19 08:50:00+00:00,0.0
AAPL,2025-06-19 13:35:00+00:00,0.0
AAPL,2025-06-19 14:10:00+00:00,0.0
AAPL,2025-06-19 15:05:00+00:00,1.0
AAPL,2025-06-19 21:25:00+00:00,0.0
AAPL,2025-06-20 00:15:00+00:00,0.0
AAPL,2025-06-20 07:00:00+00:00,0.0
AAPL,2025-06-20 07:10:00+00:00,0.0
AAPL,2025-06-20 07:45:00+00:00,-0.16666666666666666
AAPL,2025-06-20 08:30:00+00:00,0.0
AAPL,2025-06-20 11:50:00+00:00,0.0
AAPL,2025-06-20 13:15:00+00:00,0.0
AAPL,2025-06-20 15:05:00+00:00,1.0
AAPL,2025-06-20 18:05:00+00:00,0.0
AAPL,2025-06-20 19:55:00+00:00,-1.0
AAPL,2025-06-20 22:15:00+00:00,0.0
AAPL,2025-06-20 22:55:00+00:00,0.0
JPM,2025-06-13 10:00:00+00:00,0.0
JPM,2025-06-13 13:10:00+00:00,1.0
JPM,2025-06-13 14:00:00+00:00,0.0
JPM,2025-06-13 14:15:00+00:00,1.0
JPM,2025-06-13 14:30:00+00:00,1.0
JPM,2025-06-13 15:20:00+00:00,1.0
JPM,2025-06-14 08:00:00+00:00,0.0
JPM,2025-06-14 12:55:00+00:00,0.0
JPM,2025-06-14 17:55:00+00:00,1.0
JPM,2025-06-14 18:10:00+00:00,1.0
JPM,2025-06-15 06:00:00+00:00,0.0
JPM,2025-06-15 08:00:00+00:00,0.0
JPM,2025-06-16 02:10:00+00:00,0.0
JPM,2025-06-16 08:20:00+00:00,0.0
JPM,2025-06-16 08:50:00+00:00,0.0
