Open,High,Low,Close,Volume,sentiment_score,price_change,volatility,hour,minute
199.5099945068359,200.3699951171875,198.64500427246097,198.8999938964844,4848028,0.0,-0.6100006103515057,1.724990844726534,13,30
199.5099945068359,200.3699951171875,198.64500427246097,198.8999938964844,4848028,0.0,-0.6100006103515057,1.724990844726534,13,30
199.5099945068359,200.3699951171875,198.64500427246097,198.8999938964844,4848028,0.0,-0.6100006103515057,1.724990844726534,13,30
199.5099945068359,200.3699951171875,198.64500427246097,198.8999938964844,4848028,0.0,-0.6100006103515057,1.724990844726534,13,30
199.5099945068359,200.3699951171875,198.64500427246097,198.8999938964844,4848028,0.0,-0.6100006103515057,1.724990844726534,13,30
198.88999938964844,199.2400054931641,197.80999755859375,198.27000427246097,1210436,0.0,-0.6199951171874716,1.430007934570341,13,35
198.88999938964844,199.2400054931641,197.80999755859375,198.27000427246097,1210436,0.0,-0.6199951171874716,1.430007934570341,13,35
198.88999938964844,199.2400054931641,197.80999755859375,198.27000427246097,1210436,0.0,-0.6199951171874716,1.430007934570341,13,35
198.88999938964844,199.2400054931641,197.80999755859375,198.27000427246097,1210436,0.0,-0.6199951171874716,1.430007934570341,13,35
198.88999938964844,199.2400054931641,197.80999755859375,198.27000427246097,1210436,0.0,-0.6199951171874716,1.430007934570341,13,35
198.2698974609375,198.2899932861328,197.27000427246097,197.5,1258742,0.0,-0.7698974609375,1.0199890136718466,13,40
198.2698974609375,198.2899932861328,197.27000427246097,197.5,1258742,0.0,-0.7698974609375,1.0199890136718466,13,40
198.2698974609375,198.2899932861328,197.27000427246097,197.5,1258742,0.0,-0.7698974609375,1.0199890136718466,13,40
198.2698974609375,198.2899932861328,197.27000427246097,197.5,1258742,0.0,-0.7698974609375,1.0199890136718466,13,40
198.2698974609375,198.2899932861328,197.27000427246097,197.5,1258742,0.0,-0.7698974609375,1.0199890136718466,13,40
197.52999877929688,197.6000061035156,196.8999938964844,197.3849945068359,1163972,0.0,-0.14500427246096592,0.7000122070311932,13,45
197.52999877929688,197.6000061035156,196.8999938964844,197.3849945068359,1163972,0.0,-0.14500427246096592,0.7000122070311932,13,45
197.52999877929688,197.6000061035156,196.8999938964844,197.3849945068359,1163972,0.0,-0.14500427246096592,0.7000122070311932,13,45
197.52999877929688,197.6000061035156,196.8999938964844,197.3849945068359,1163972,0.0,-0.14500427246096592,0.7000122070311932,13,45
197.52999877929688,197.6000061035156,196.8999938964844,197.3849945068359,1163972,0.0,-0.14500427246096592,0.7000122070311932,13,45
197.3800048828125,197.66000366210935,196.8999938964844,196.94039916992188,862739,0.0,-0.439605712890625,0.7600097656249432,13,50
197.3800048828125,197.66000366210935,196.8999938964844,196.94039916992188,862739,0.0,-0.439605712890625,0.7600097656249432,13,50
197.3800048828125,197.66000366210935,196.8999938964844,196.94039916992188,862739,0.0,-0.439605712890625,0.7600097656249432,13,50
197.3800048828125,197.66000366210935,196.8999938964844,196.94039916992188,862739,0.0,-0.439605712890625,0.7600097656249432,13,50
197.3800048828125,197.66000366210935,196.8999938964844,196.94039916992188,862739,0.0,-0.439605712890625,0.7600097656249432,13,50
196.9499969482422,197.16000366210935,196.7599945068359,196.8999938964844,795916,0.0,-0.05000305175778408,0.4000091552734375,13,55
196.9499969482422,197.16000366210935,196.7599945068359,196.8999938964844,795916,0.0,-0.05000305175778408,0.4000091552734375,13,55
196.9499969482422,197.16000366210935,196.7599945068359,196.8999938964844,795916,0.0,-0.05000305175778408,0.4000091552734375,13,55
196.9499969482422,197.16000366210935,196.7599945068359,196.8999938964844,795916,0.0,-0.05000305175778408,0.4000091552734375,13,55
196.9499969482422,197.16000366210935,196.7599945068359,196.8999938964844,795916,0.0,-0.05000305175778408,0.4000091552734375,13,55
196.9499969482422,197.3972930908203,196.5800018310547,196.8500061035156,904076,0.0,-0.09999084472659092,0.817291259765625,14,0
196.9499969482422,197.3972930908203,196.5800018310547,196.8500061035156,904076,0.0,-0.09999084472659092,0.817291259765625,14,0
